編碼,客家語,客語音標,華語詞義/例句,翻譯,備註,詞性1,詞性2,分類
9-245,省儉,sang^ kiamˇ,"省儉、節儉。
例如：客人真省儉，恬聽人講：「有薑莫刨皮，愛想無薑時。」（諺）",客家人很節儉，常聽人家說：「有薑別削皮，當思無薑時。」,,副詞,,9抽象概念與形容
9-246,生疏,sangˇ suˇ,"陌生、不熟悉的。
例如：這事，若久無做，即會生疏。",這工作，若是久了沒做，就會生疏。,,形容詞,,9抽象概念與形容
9-247,塞塞,sedˊ sedˊ,"形容阻塞不通；形容草木叢生。
例如：鼻塞塞。
例如：這條山路真久無人行，歸路菅榛生到塞塞」。","鼻塞不通。
這條山路很久沒人行走，整條路上菅草長得滿滿的。",,形容詞,,9抽象概念與形容
9-248,活,ua,"靈活。
例如：佢个手真活，攣衫蹬車逐件都會。",它的手很靈活，手製車縫樣樣都會。,,形容詞,,9抽象概念與形容
9-249,燒燒,shiooˇ shiooˇ,"形容熱或燙。
例如：寒天煮一鑊燒燒个薑嫲湯，真有銷。
例如：和爺哀共下蹛，老儕人燒燒冷冷較顧會着。","冬天煮一鍋熱熱的薑湯，很受歡迎。
和父母一起住，老人家的冷熱寒暑，比較照顧得到。",,形容詞,,9抽象概念與形容
9-250,講豪漦事,gong^ hauˋ siauˋ su,"傳播有關他人是非長短的不實言談，且會無中生有。
例如：做人莫講豪漦事，是非自然無。",為人別說短道長，自然不生是非。,,形容詞,,9抽象概念與形容
9-251,溼溚溚,shibˊ dabˋ dabˋ,"溼答答。
例如：正落雨過，滿哪位都溼溚溚。",剛下過雨，到處都溼答答的。,,形容詞,,9抽象概念與形容
9-252,爭差,zenˇ caˇ,"有所差異。
例如：你這站瘦真多，到底哪位有爭差？",你最近瘦很多，到底哪裡有異樣？,,形容詞,,9抽象概念與形容
9-253,爭差一兜仔,zenˇ caˇ rhidˊ deuˇ aˋ,"相差一點點。
例如：參加職業考試真競爭，分數爭差一兜仔，即無錄取啊。",參加就職考試十分競爭，分數差一點，就落選了。,,形容詞,,9抽象概念與形容
9-254,算毋會和,son^ mˇ moi fooˋ,"不划算。
例如：你討用六百萬買佢這間屋，算毋會和啦！省起來較贏。",你要用六百萬買他這間房子，不划算啦！省起來比較好。,,名詞,,9抽象概念與形容
9-255,此腔無此詞條,,,,,,,
9-256,手長腳長,shiu^ chongˋ giooˊ chongˋ ,"指人的手腳比較長。
例如：厥妹手長腳長，䀴着人又笑頭笑面，真得人惜。",她女兒手長腳長，看到人又笑容滿面，很討人喜歡。,,形容詞,,9抽象概念與形容
9-257,純良,shunˋ liongˋ,"單純而善良。
例如：天性純良个人，較有同情心。",天性純善的人，較有同情心。,,副詞,,9抽象概念與形容
9-258,純正,shunˋ zhang^,"純正。
例如：佢賣个蜂糖真純正，無摻半兜仔砂糖。",他賣的蜂蜜很純正，沒有添加一點砂糖。,,動詞,,9抽象概念與形容
9-259,此腔無此詞條,,,,,,,
9-260,大抨,tai piangˇ,"形容個子大。
例如：你驚真會煮哦，後生逐個供到恁大抨。",你大概很會做菜喔，兒子個個養得這麼大個兒。,,動詞,,9抽象概念與形容
9-261,透風落雨,teu^ fungˇ loo bbu^,"冒著風雨去做某件事，風雨無阻。
例如：毋管風雨幾大，佢透風落雨走煞全程。",不管風雨多大，他冒著風雨跑完全程。,,形容詞,,9抽象概念與形容
9-262,頭犁犁,teuˋ le le ,"形容做事專注，極為努力的樣子。
例如：顧店个人頭犁犁賞手機，連人客入門都毋知。",顧店的人頭低低專注玩手機，連客人進門都沒發現。,,動詞,,9抽象概念與形容
9-263,頭沉沉,teuˋ dimˋ dimˋ,"埋頭苦幹的樣子。
例如：佢逐日頭沉沉認真做事，做到無日無夜。",他整天埋頭苦幹勤奮工作，從早忙到晚。,,動詞,,9抽象概念與形容
9-264,悿,tiam^,"非常疲累，引申為「嚴重」的用法。「一擺𢫦到悿悿」指一次打嚴重些，通常有嚇阻作用避免再犯。
例如：今日做真多事，真悿哦！",今天做很多事，好累喔！,,名詞,,9抽象概念與形容
9-265,甜粄色,teemˋ ban^ sedˊ,"淡褐色，原指客家年糕使用黃砂糖調味後，成品呈現的顏色。
例如：熱天个海脣沙灘面上，䀴會着真多歸身炙到甜粄色个男男女女。",夏天的海邊沙灘上，看得到很多全身晒得淡褐色的男男女女。,,形容詞,,9抽象概念與形容
9-266,天崠堅遠,teenˇ dung^ gan bbien^,"形容距離非常遙遠，但是目的地不必明確。
例如：佢嫁到天崠堅遠，轉一輪外家無恁快哦。",她嫁到天邊那麼遠，回一趟娘家不容易啊。,,形容詞,,9抽象概念與形容
9-267,天曚曚,teenˇ mongˋ mongˋ,"天色灰暗。
例如：外頭天曚曚，你騎車愛較細義兜。",外面天色灰暗，你騎車子要小心點。,,形容詞,,9抽象概念與形容
9-268,妥當,too^ dong^,"事情妥貼穩當。
例如：做麼个事情攏愛想遐想這，觀前顧後正妥當。",做任何事都要從開始考慮到結束，瞻前顧後才妥當。,,名詞,形容詞,9抽象概念與形容
9-269,鈍鈍,dunˇ dunˇ,"不鋒利，常用於刀類，引申形容人的思索能力不靈光。
例如：這支刀嫲鈍鈍，刴樵刴毋會斷，有影否用。",這把柴刀不鋒利，砍柴砍不斷，實在不好用。,,名詞,,9抽象概念與形容
9-270,滑溜溜,bbadˋ liuˇ liuˇ,"形容東西滑溜溜貌；形容地面非常溼滑。
例如：湖鰍滑溜溜，真難捉會核。
例如：大雨正落過，泥路滑溜溜，行路愛細義。","泥鰍滑溜溜的，很難抓得住。
剛下過大雨，泥土路滑溜溜的，走路要小心。",,形容詞,,9抽象概念與形容
9-271,萬戶,bban fu,"形容很富有。
例如：佢出世在萬戶家庭，日日食魚食肉，逐晨早睡到日頭炙屎胐。",他出生在很富有的家庭，天天吃魚吃肉，每天睡到太陽晒屁股。,,形容詞,,9抽象概念與形容
9-272,彎彎斡斡,bbanˇ bbanˇ bbadˊ bbadˊ,"道路河流彎曲。
例如：這條路彎彎斡斡，毋知透到哪位去？",這條路彎彎曲曲，不知道通往哪裡？,,名詞,,9抽象概念與形容
9-273,橫,bbangˋ,"蠻橫。
例如：做人毋好傷橫，若逐儕攏閃你像驚鬼遐款，按即見笑啊。",做人不要太蠻橫，如果每個人都躲你像怕鬼一樣，那可就丟人了。,,形容詞,,9抽象概念與形容
9-274,拗蠻,au^ manˋ,"蠻橫不講理。
例如：參詳事情愛講道理，若打強拗蠻，定著毋會有結果。",商量事情要講道理，如果強橫不講理，一定不會有結果。,,名詞,,9抽象概念與形容
9-275,黃橙黃橙,bbongˋ chinˋ bbongˋ chinˋ,"黃澄澄的。
例如：樹崠个酸柑熟啊，歸樹黃橙黃橙掛淰淰。",樹上的酸柑成熟了，整棵樹黃澄澄的掛滿枝頭。,,副詞,,9抽象概念與形容
9-276,烏金,bbuˇ gimˇ,"形容黑得發亮。
例如：頭那毛若係烏金，留長留短攏好䀴。",頭髮如果黑得發亮，留長留短都好看。,,形容詞,,9抽象概念與形容
9-277,滿山滿海,man^ sanˇ man^ hoi^,"比喻人山人海，萬頭攢動。
例如：有名个夜市生理真好，滿哪位都滿山滿海。",有名的夜市生意很好，到處都是人山人海，萬頭攢動。,,形容詞,,9抽象概念與形容
9-278,烏金烏金,bbuˇ gimˇ bbuˇ gimˇ,"黑黝黝的。
例如：歸個暑假攏走去海脣沙埔賞，當然炙到歸膴身烏金烏金。",整個暑假都跑到海邊沙灘上玩，當然晒得全身黑黝黝的。,,形容詞,,9抽象概念與形容
9-279,烏烙,bbuˇ loo,"暗沉。
例如：佢个面烏烙烏烙，䀴起來嘛無麼个精神，驚係有病。",他的臉色暗沉，看起來也沒什麼精神，可能生病了。,,形容詞,,9抽象概念與形容
9-280,穩死,bbun^ si^,"死定了。
例如：天光日討考英文，到今吂準備好，考試𠊎穩死个。",明天要考英文，到現在還沒準備好，考試我死定了。,,形容詞,,9抽象概念與形容
9-281,穩穩,bbun^ bbun^ ,"穩穩，有十足把握。
例如：有一兜事情實在難講穩穩有把扼，一半下會有意外啊！",有些事情實在難說穩穩有把握，有時候會有意外啊！,,形容詞,,9抽象概念與形容
9-282,溫燒,bbunˇ shiooˇ,"溫溫的。
例如：當晝个飯包囥在電鑊底，到今猶溫燒溫燒。",中午的便當放在電鍋裡，到現在還溫溫的。,,形容詞,,9抽象概念與形容
9-283,死無變,si^ moˋ bien^,"永遠都不知要改變，例如壞習慣或壞脾氣。
例如：阿宏這個死無變，少年到今攏恁懶尸，毋會長進。",阿宏這個到死都不會改變的，年輕到現在都這麼懶，不會長進。,,形容詞,,9抽象概念與形容
9-284,一兜仔,rhidˊ deuˇ aˋ,一點兒，稍微。例如「一兜仔疾」、「一兜仔悿」。,"有點痛。
有點累。",,形容詞,,9抽象概念與形容
9-285,鮮,sienˇ,"清澈，可用來形容液體之狀態，亦可用來形容半液體之狀態。
例如：水恁鮮、水真鮮。
例如：今日晨早食个糜較鮮，傍醬菜真堵好食。
※","水很清澈。
今天早餐的稀飯很稀，配醬菜吃很剛好。",,形容詞,,9抽象概念與形容
9-286,新綽綽,sinˇ chiooˊ chiooˊ,"非常新的樣子。
例如：阿明著个西裝新綽綽。",阿明穿的西裝非常新。,,形容詞,,9抽象概念與形容
9-287,砸磳,zabˊ zen^,"強壯結實。
例如：𠊎公八十六啊！身體猶真砸磳。",我爺爺八十六歲了！身體還相當強壯結實。,,動詞,,9抽象概念與形容
9-288,湛,zam^,"美好、很好、優秀。
例如：頭家喊佢做个事，阿敏姊攏做到真湛。",老闆叫他做的事，阿敏姊都做得很好。,,形容詞,,9抽象概念與形容
9-289,正板,zhin^ ban^,"道地的、標準的，常用來指專門技術或能力。
例如：佢个客事係拁厥媽學个，講著真正板。",他的客家話是跟他奶奶學的，說得很標準。,,形容詞,,9抽象概念與形容
9-290,正好,zhang^ hoo^,"才可以，才甘心；剛剛完成。
例如：舞歸日猶舞毋得好，愛仰子正好？
例如：湯正好定，等較冷兜仔正擖來食。","弄了一整天還弄不好，該怎麼辦才好？
湯才剛弄好而已，等稍涼些再舀來吃。",,形容詞,,9抽象概念與形容
9-291,走無路去,zeu^ moˋ lu kui^,"走投無路。
例如：佢得人逼到走無路去，高不將正會去做這件頭路。",他被人逼得走投無路，不得已才會去做這工作。,,形容詞,,9抽象概念與形容
9-292,真真,zhinˇ zhinˇ,"清清楚楚。
例如：即係遐個偷提物件个賊，𠊎䀴真真，定着毋會認毋著。",就是那個偷東西的小偷，我看得清清楚楚，絕對不會認錯。,,短語,,9抽象概念與形容
9-293,嘴抿抿,zhe^ bbidˊ bbidˊ,"形容抿著嘴要哭的樣子。
例如：佢事情做差得人罵，目汁含蹛嘴抿抿。",他事情做不好被人罵，含著眼淚抿著嘴要哭要哭的。,,形容詞,,9抽象概念與形容
9-294,嘴嘟鼻翹,zhe^ du pinn kioo^,"嘟嘴歪鼻，不高興的樣子。
例如：這個細子停動着就嘴嘟鼻翹，真毋得人惜。",這小孩子動不動就嘟嘴歪鼻的，很不討人喜歡。,,形容詞,,9抽象概念與形容
9-295,勇,rhung^,"物品堅固穩當，可用於屋、家具等人為之物件。
例如：這屋起到真勇，上擺个大地動嘛攏無影響着。
",這房子蓋得很堅固，上次的大地震也完全沒有影響。,,動詞,,9抽象概念與形容
9-296,豬肝色,zhiˇ gonˇ sedˊ,"褐色。
例如：𠊎公戴一頂豬肝色个帽去街路。",我爺爺戴一頂褐色的帽子上街。,,形容詞,,9抽象概念與形容
9-297,豬嫲肥豬么勇,zhiˇ maˋ puiˋ zhiˇ iaunn rhung^ ,"母肥子壯。
例如：人講豬嫲肥豬么勇，家底好个人較有錢得子弟讀書。",有人說母豬肥小豬壯，家境好的人比較有錢給子女念書。,,形容詞,,9抽象概念與形容
9-298,腫腫,zhung^ zhung^,腫脹貌。例「面腫腫」、「腳腫腫」、「嘴腫腫」。,"臉腫腫的。
腳腫腫的。
嘴巴腫腫的。",,形容詞,,9抽象概念與形容
9-299,傱上傱落,zongˋ shongˇ zongˋ loo,"形容為了緊急的事情，到處奔波。
例如：大家為着佢个事情傱上傱落，佢嗄在遐山歌溜天。",大家為了他的事情到處奔波，他卻在那自在的唱著山歌。,,短語,,9抽象概念與形容
9-300,此腔無此詞條,,,,,,,
9-301,古古怪怪,gu^ gu^ guai^ guai^ ,"心懷多計，常做出意想不到的事情。
例如：性地無穩定个人，輒輒會做出古古怪怪个事情來。",不能控制脾氣的人，常常會做出古古怪怪的事情來。,,名詞,,9抽象概念與形容
9-302,入軟,ngibˋ  ngienˇ,"非常軟。
例如：佢渡新婦，請人客食點心个粢用舂臼舂到入軟。",他娶媳婦，請客人吃點心的粢粑用杵臼舂到很軟。,,短語,,9抽象概念與形容
9-303,目頭目結,hmˊ teuˋ hmˊ giedˊ,"憂愁的樣子。
例如：佢想着膴身猶背着个債務，逐日即目頭目結，笑毋會出來。",他想到身上還背著的債務，每天都眉頭深鎖，笑不出來。,,形容詞,,9抽象概念與形容
9-304,此腔無此詞條,,,,,,,
9-305,鬥毋會偎,deu^ mˇ moi bba^,"無法兜攏。
例如：你兩儕講个做下鬥毋會偎，定著有一個講花舌。",你們兩個講的完全兜不上，一定有一個人說謊。,,動詞,,9抽象概念與形容
9-306,此腔無此詞條,,,,,,,
9-307,肉色,"ngiuˊ sedˊ
","皮膚的顏色；皮膚色。
例如：阿香肉色靚，著麼个攏好䀴。",阿香的膚色美，穿什麼都好看。,,名詞,,9抽象概念與形容
9-308,食力,shiedˋ lidˋ,"吃力。
例如：跋玉山進前愛先準備好勢，正毋會跋到忒食力。",爬玉山之前要先準備完善，才不會爬得太吃力。,,形容詞,,9抽象概念與形容
9-309,此腔無此詞條,,,,,,,
9-310,耐孵,nai pu,能花這麼多時間孵蛋。,,,形容詞,,9抽象概念與形容
9-311,目珠渡渡,mudˊ zhiˇ tu^ tu^,眼凸貌。,,,形容詞,,9抽象概念與形容
9-312,此腔無此詞條,,,,,,,
9-313,此腔無此詞條,,,,,,,
9-314,此腔無此詞條,,,,,,,
10-1,查核,caˋ hedˊ,檢查審核。,,,動詞,,10法律、政治與軍事
10-2,處分,chi^ funˇ,處分。,,,名詞,,10法律、政治與軍事
10-3,調兵,deeu^ binˇ,調動軍隊；徵招入伍。,,,動詞,,10法律、政治與軍事
10-4,火藥,foo^ rhioo,火藥。,,,名詞,,10法律、政治與軍事
10-5,交結官府,gauˇ giedˊ guanˇ fu^,官民勾結。,,,動詞,,10法律、政治與軍事
10-6,此腔無此詞條,,,,,,,
10-7,退伍,toi^ m^,退伍。,,,動詞,,10法律、政治與軍事
11-1,啞狗,ann^ geu^,"啞巴，常用於貶義；稱該說話而不說的人。
例如：你若攏毋佮人相借問，會得人講係啞狗。",你如果都不跟人打招呼，會被人家說是啞巴。,,名詞,,11社會關係與行為
11-2,阿姨,aˇ rhiˋ,"小姨子，指妻子的妹妹。
例如：韶日係𠊎阿姨頭轉客个日。",明天是我的小姨子歸寧的日子。,,名詞,,11社會關係與行為
11-3,恁久無䀴着,ngin^ giu^ moˋ ngiang^ choo,"好久不見，問候語。
例如：恁久無䀴着，你加高真多哦！",好久不見，你長高很多喲！,,短語,,11社會關係與行為
11-4,這站好無,li^ cam hoo^ moˇ,"近來好嗎，問候語。
例如：這駁子攏無你个消息，這站好無？",這陣子都沒有你的消息，近來好嗎？,,短語,,11社會關係與行為
11-5,恁毋係款,ngin^ mˋ he kuan^,"這麼不像話！
例如：仰子會恁毋係款，敢在街路駛車駛恁緊！",怎麼這麼不像話，敢在街上開車開得這麼快！,,形容詞,,11社會關係與行為
11-6,恁毋像人,ngin^ mˋ ciong nginˋ,"這麼不像樣！
例如：恁毋像人！自家个爺哀也敢罵！",這麼不像樣！自己的父母也敢罵！,,形容詞,,11社會關係與行為
11-7,恁會摸,ngin^ bbue miaˇ,"如此拖延時間。
例如：恁會摸，毋驚赴毋會着係無？",真會摸，不怕趕不上是嗎？,,形容詞,,11社會關係與行為
11-8,𠢕早,ngauˋ zoo^,"早安，問候語。
例如：阿明𠢕早，你今日討去哪跡位尞？",阿明早安，你今天要去哪裡玩？,,短語,,11社會關係與行為
11-9,詏,au^,強為辯解、爭論，例「興詏」、「相詏」。,"愛辯駁。
互相辯來辯去。",,動詞,,11社會關係與行為
11-10,詏嘴,au^ zhe^,"爭論、爭辯。
例如：佢兩儕真會詏嘴，講無兩句事就冤家。",他倆非常會爭辯，說沒兩句話就吵架。,,動詞,,11社會關係與行為
11-11,八隻手,beedˊ zhaˊ shiu^,"喻此人做事很有能力、很能幹，帶有貶義。
例如：你無麼个八隻手，毋會比人較會啦！",你又沒很能幹，不會比人家行啦！,,形容詞,,11社會關係與行為
